Timestamp,MPa Pressure,mm Displacement
7612,1.002565982404692,0.0
7614,0.7826246334310851,0.0
7616,1.0208944281524925,0.0
7618,0.8192815249266863,0.0
7620,0.8925953079178885,0.0
7622,1.1858504398826977,0.0
7624,1.039222873900293,0.0
7626,1.0942082111436948,0.0
7628,1.1491935483870965,0.0
7630,1.0208944281524925,0.0
7632,1.2041788856304982,0.0
7634,1.167521994134897,0.0
7636,1.3508064516129037,0.0
7638,1.3141495601173017,0.0
7640,1.295821114369501,0.0
7642,1.295821114369501,0.0
7644,1.3874633431085048,0.0
7646,1.4607771260997071,0.0
7648,1.2591642228739,0.0
7650,1.295821114369501,0.0
7652,1.3324780058651022,0.0
7654,1.5157624633431088,0.0
7656,1.4424486803519065,0.0
7658,1.3874633431085048,0.0
7660,1.5707478005865105,0.0
7662,1.55241935483871,0.0
7664,1.4974340175953083,0.0
7666,1.5157624633431088,0.0
7668,1.6257331378299122,0.0
7670,1.55241935483871,0.0
7672,1.4607771260997071,0.0
7674,1.5707478005865105,0.0
7676,1.4791055718475077,0.0
7678,1.4791055718475077,0.0
7680,1.4791055718475077,0.0
7682,1.6074046920821117,0.0
7684,1.6440615835777128,0.0
7686,1.6440615835777128,0.0
7688,1.717375366568915,0.0
7690,1.6990469208211145,0.0
7692,1.6990469208211145,0.0
7694,1.6257331378299122,0.0
7696,1.6257331378299122,0.0
7698,1.6074046920821117,0.0
7700,1.55241935483871,0.0
7702,1.4974340175953083,0.0
7704,1.4791055718475077,0.0
7706,1.55241935483871,0.0
7708,1.6074046920821117,0.0
7710,1.6074046920821117,0.0
7712,1.55241935483871,0.0
7714,1.55241935483871,0.0
7716,1.4791055718475077,0.0
7718,1.5340909090909094,0.0
7720,1.5157624633431088,0.0
7723,1.5157624633431088,0.0
7724,1.5707478005865105,0.0
7726,1.680718475073314,0.0
7728,1.717375366568915,0.0
7730,1.680718475073314,0.0
7732,1.6440615835777128,0.0
7734,1.55241935483871,0.0
7736,1.55241935483871,0.0
7738,1.5157624633431088,0.0
7740,1.55241935483871,0.0
7742,1.5157624633431088,0.0
7744,1.5340909090909094,0.0
7746,1.4791055718475077,0.0
7748,1.5340909090909094,0.0
7750,1.5157624633431088,0.0
7752,1.4974340175953083,0.0
7754,1.6074046920821117,0.0
7756,1.6440615835777128,0.0
7758,1.6623900293255134,0.0
7760,1.680718475073314,0.0
7762,1.6440615835777128,0.0
7764,1.589076246334311,0.0
7766,1.5707478005865105,0.0
7768,1.5157624633431088,0.0
7770,1.5707478005865105,0.0
7772,1.55241935483871,0.0
7774,1.5157624633431088,0.0
7776,1.5157624633431088,0.0
7778,1.6257331378299122,0.0
7780,1.5707478005865105,0.0
7782,1.5157624633431088,0.0
7784,1.4424486803519065,0.0
7786,1.424120234604106,0.0
7788,1.5340909090909094,0.0
7790,1.55241935483871,0.0
7792,1.5707478005865105,0.0
7794,1.5340909090909094,0.0
7796,1.5157624633431088,0.0
7798,1.4607771260997071,0.0
7800,1.3508064516129037,0.0
7802,1.5707478005865105,0.0
7804,1.5707478005865105,0.0
7806,1.5157624633431088,0.0
7808,1.5157624633431088,0.0
7810,1.5340909090909094,0.0
7812,1.4057917888563054,0.0
7814,1.4057917888563054,0.0
7816,1.4057917888563054,0.0
7818,1.3324780058651022,0.0
7820,1.4057917888563054,0.0
7822,1.4057917888563054,0.0
7824,1.424120234604106,0.0
7826,1.424120234604106,0.0
7828,1.4607771260997071,0.0
7830,1.4607771260997071,0.0
7832,1.424120234604106,0.0
7834,1.4057917888563054,0.0
7836,1.4057917888563054,0.0
7838,1.424120234604106,0.0
7840,1.5157624633431088,0.0
7842,1.5340909090909094,0.0
7844,1.4974340175953083,0.0
7846,1.4424486803519065,0.0
7848,1.3324780058651022,0.0
7851,1.3324780058651022,0.0
7852,1.3324780058651022,0.0
7854,1.3324780058651022,0.0
7856,1.4057917888563054,0.0
7858,1.4607771260997071,0.0
7860,1.424120234604106,0.0
7862,1.3874633431085048,0.0
7864,1.295821114369501,0.0
7866,1.3324780058651022,0.0
7868,1.3508064516129037,0.0
7870,1.4607771260997071,0.0
