Timestamp,MPa Pressure,mm Displacement
62394,0.5260263929618768,15.65
62396,0.48936950146627567,15.65
62398,0.4710410557184751,15.65
62400,0.4710410557184751,15.65
62402,0.48936950146627567,15.65
62404,0.4710410557184751,15.65
62406,0.48936950146627567,15.65
62408,0.4710410557184751,15.65
62410,0.4710410557184751,15.65
62412,0.45271260997067453,15.65
62414,0.45271260997067453,15.65
62416,0.45271260997067453,15.65
62418,0.4710410557184751,15.65
62420,0.45271260997067453,15.65
62422,0.45271260997067453,15.65
62424,0.45271260997067453,15.65
62426,0.45271260997067453,15.65
62428,0.45271260997067453,15.65
62430,0.45271260997067453,15.65
62432,0.45271260997067453,15.65
62434,0.45271260997067453,15.65
62436,0.45271260997067453,15.65
62438,0.45271260997067453,15.65
62440,0.4710410557184751,15.65
62442,0.45271260997067453,15.65
62444,0.45271260997067453,15.65
62446,0.4710410557184751,15.65
62448,0.4710410557184751,15.65
62450,0.4710410557184751,15.65
62452,0.4710410557184751,15.65
62454,0.45271260997067453,15.65
62456,0.45271260997067453,15.65
62458,0.45271260997067453,15.65
62460,0.45271260997067453,15.65
62462,0.4710410557184751,15.65
62464,0.4710410557184751,15.65
62466,0.4710410557184751,15.65
62468,0.4710410557184751,15.65
62470,0.45271260997067453,15.65
62472,0.45271260997067453,15.65
62474,0.45271260997067453,15.65
62476,0.45271260997067453,15.65
62478,0.45271260997067453,15.65
62480,0.4710410557184751,15.65
62482,0.4710410557184751,15.65
62484,0.4710410557184751,15.65
62486,0.4710410557184751,15.65
62488,0.4710410557184751,15.65
62490,0.4710410557184751,15.65
62492,0.4710410557184751,15.65
62494,0.4710410557184751,15.65
62496,0.4710410557184751,15.65
62498,0.4710410557184751,15.65
62500,0.4710410557184751,15.65
62502,0.4710410557184751,15.65
62504,0.4710410557184751,15.65
62507,0.45271260997067453,15.65
62508,0.45271260997067453,15.65
62510,0.45271260997067453,15.65
62512,0.45271260997067453,15.65
62514,0.4710410557184751,15.65
62516,0.4710410557184751,15.65
62518,0.4710410557184751,15.675
62520,0.5076979472140762,15.675
62522,0.48936950146627567,15.675
62524,0.4710410557184751,15.675
62526,0.4710410557184751,15.675
62528,0.48936950146627567,15.675
62530,0.48936950146627567,15.675
62532,0.4710410557184751,15.675
62534,0.4710410557184751,15.675
62536,0.45271260997067453,15.675
62538,0.4710410557184751,15.675
62540,0.4710410557184751,15.675
62542,0.4710410557184751,15.675
62544,0.45271260997067453,15.675
62546,0.4710410557184751,15.675
62548,0.4710410557184751,15.675
62550,0.4710410557184751,15.675
62552,0.4710410557184751,15.675
62554,0.4710410557184751,15.675
62556,0.45271260997067453,15.675
62558,0.4710410557184751,15.675
62560,0.45271260997067453,15.675
62562,0.48936950146627567,15.675
62564,0.4710410557184751,15.675
62566,0.4710410557184751,15.675
62568,0.4710410557184751,15.675
62570,0.4710410557184751,15.675
62572,0.4710410557184751,15.675
62574,0.4710410557184751,15.675
62576,0.4710410557184751,15.675
62578,0.4710410557184751,15.675
62580,0.4710410557184751,15.675
62582,0.48936950146627567,15.675
62584,0.48936950146627567,15.675
62586,0.4710410557184751,15.675
62588,0.4710410557184751,15.675
62590,0.4710410557184751,15.675
62592,0.4710410557184751,15.675
62594,0.4710410557184751,15.675
62596,0.4710410557184751,15.675
62598,0.4710410557184751,15.675
62600,0.4710410557184751,15.675
62602,0.4710410557184751,15.675
62604,0.4710410557184751,15.675
62606,0.4710410557184751,15.675
62608,0.4710410557184751,15.675
62610,0.4710410557184751,15.675
62612,0.4710410557184751,15.675
62614,0.4710410557184751,15.675
62616,0.4710410557184751,15.675
62618,0.4710410557184751,15.675
62620,0.45271260997067453,15.675
62622,0.4710410557184751,15.675
62624,0.4710410557184751,15.675
62626,0.45271260997067453,15.675
62628,0.4710410557184751,15.675
62630,0.4710410557184751,15.675
62632,0.4710410557184751,15.675
62635,0.4710410557184751,15.675
62636,0.4710410557184751,15.675
62638,0.4710410557184751,15.675
62640,0.4710410557184751,15.675
62642,0.4710410557184751,15.675
62644,0.4710410557184751,15.675
62646,0.4710410557184751,15.675
62648,0.4710410557184751,15.675
62650,0.48936950146627567,15.675
62652,0.4710410557184751,15.675
62654,0.4710410557184751,15.675
62656,0.4710410557184751,15.675
62658,0.4710410557184751,15.675
62660,0.4710410557184751,15.675
62662,0.4710410557184751,15.675
62664,0.4710410557184751,15.675
62666,0.4710410557184751,15.675
62668,0.48936950146627567,15.675
62670,0.4710410557184751,15.675
62672,0.4710410557184751,15.675
62674,0.4710410557184751,15.675
62676,0.48936950146627567,15.675
62678,0.48936950146627567,15.675
62680,0.4710410557184751,15.675
62682,0.4710410557184751,15.675
62684,0.4710410557184751,15.675
62686,0.4710410557184751,15.675
62688,0.4710410557184751,15.675
62690,0.4710410557184751,15.675
62692,0.4710410557184751,15.675
62694,0.45271260997067453,15.675
62696,0.4710410557184751,15.675
62698,0.4710410557184751,15.675
62700,0.48936950146627567,15.675
62702,0.43438416422287396,15.675
