Timestamp,,MPa Pressure,,,,mm Displacement
38720.00,0.45,0.086143695,0.504032258,1.008064516,1.997800587,0.025
38722.00,0.45,0.104472141,0.522360704,1.008064516,2.016129032,0.025
38724.00,0.46,0.104472141,0.522360704,0.98973607,2.034457478,0.025
38726.00,0.46,0.104472141,0.522360704,0.971407625,2.034457478,0.025
38728.00,0.46,0.104472141,0.504032258,0.971407625,2.034457478,0.025
38730.00,0.46,0.104472141,0.504032258,0.971407625,2.034457478,0.025
38732.00,0.46,0.104472141,0.485703812,0.971407625,2.034457478,0.025
38734.00,0.47,0.104472141,0.467375367,0.971407625,2.052785924,0.025
38736.00,0.47,0.086143695,0.449046921,0.971407625,2.107771261,0.025
38738.00,0.47,0.104472141,0.467375367,0.98973607,2.181085044,0.025
38740.00,0.47,0.086143695,0.467375367,0.98973607,2.217741935,0.025
38742.00,0.47,0.086143695,0.485703812,1.008064516,2.254398827,0.025
38744.00,0.48,0.086143695,0.504032258,1.044721408,2.291055718,0.025
38746.00,0.48,0.104472141,0.522360704,1.063049853,2.309384164,0.025
38748.00,0.48,0.104472141,0.522360704,1.063049853,2.32771261,0.025
38750.00,0.48,0.104472141,0.522360704,1.063049853,2.32771261,0.025
38752.00,0.48,0.104472141,0.522360704,1.063049853,2.32771261,0.025
38754.00,0.49,0.104472141,0.54068915,1.081378299,2.32771261,0.025
38756.00,0.49,0.104472141,0.54068915,1.136363636,2.32771261,0.025
38758.00,0.49,0.104472141,0.54068915,1.191348974,2.32771261,0.025
38760.00,0.49,0.104472141,0.54068915,1.228005865,2.32771261,0.025
38762.00,0.49,0.122800587,0.54068915,1.246334311,2.32771261,0.025
38764.00,0.50,0.104472141,0.54068915,1.246334311,2.309384164,0.025
38766.00,0.50,0.104472141,0.595674487,1.246334311,2.309384164,0.025
38768.00,0.50,0.104472141,0.650659824,1.264662757,2.309384164,0.025
38770.00,0.50,0.104472141,0.687316716,1.264662757,2.32771261,0.025
38772.00,0.50,0.122800587,0.705645161,1.264662757,2.32771261,0.05
38774.00,0.51,0.159457478,0.705645161,1.246334311,2.309384164,0.05
38776.00,0.51,0.159457478,0.650659824,1.191348974,2.254398827,0.05
38778.00,0.51,0.141129032,0.614002933,1.136363636,2.217741935,0.05
38780.00,0.51,0.122800587,0.577346041,1.099706745,2.181085044,0.05
38782.00,0.51,0.122800587,0.559017595,1.081378299,2.181085044,0.05
38784.00,0.52,0.104472141,0.54068915,1.063049853,2.181085044,0.05
38786.00,0.52,0.122800587,0.54068915,1.063049853,2.19941349,0.05
38788.00,0.52,0.104472141,0.522360704,1.044721408,2.19941349,0.05
38790.00,0.52,0.104472141,0.522360704,1.063049853,2.19941349,0.05
38792.00,0.52,0.104472141,0.522360704,1.063049853,2.19941349,0.05
38794.00,0.53,0.104472141,0.522360704,1.063049853,2.19941349,0.05
38796.00,0.53,0.104472141,0.522360704,1.063049853,2.19941349,0.05
38798.00,0.53,0.104472141,0.522360704,1.081378299,2.19941349,0.05
38800.00,0.53,0.104472141,0.54068915,1.081378299,2.19941349,0.05
38802.00,0.53,0.104472141,0.54068915,1.099706745,2.19941349,0.05
38804.00,0.54,0.104472141,0.54068915,1.118035191,2.19941349,0.05
38806.00,0.54,0.104472141,0.54068915,1.136363636,2.217741935,0.05
38808.00,0.54,0.122800587,0.559017595,1.154692082,2.217741935,0.05
38810.00,0.54,0.104472141,0.54068915,1.136363636,2.217741935,0.05
38812.00,0.54,0.104472141,0.559017595,1.136363636,2.217741935,0.05
38814.00,0.55,0.104472141,0.577346041,1.136363636,2.217741935,0.05
38816.00,0.55,0.122800587,0.595674487,1.136363636,2.217741935,0.05
38818.00,0.55,0.104472141,0.595674487,1.118035191,2.19941349,0.05
38820.00,0.55,0.122800587,0.595674487,1.118035191,2.217741935,0.05
38822.00,0.55,0.122800587,0.577346041,1.099706745,2.19941349,0.05
38824.00,0.56,0.122800587,0.559017595,1.081378299,2.181085044,0.05
38827.00,0.56,0.122800587,0.54068915,1.081378299,2.162756598,0.05
38828.00,0.56,0.104472141,0.522360704,1.063049853,2.144428152,0.05
38830.00,0.56,0.104472141,0.522360704,1.081378299,2.144428152,0.05
38832.00,0.56,0.104472141,0.522360704,1.081378299,2.144428152,0.05
38834.00,0.57,0.104472141,0.522360704,1.081378299,2.144428152,0.05
38836.00,0.57,0.104472141,0.54068915,1.081378299,2.144428152,0.05
38838.00,0.57,0.104472141,0.54068915,1.081378299,2.144428152,0.05
38840.00,0.57,0.104472141,0.559017595,1.099706745,2.144428152,0.05
38842.00,0.57,0.104472141,0.559017595,1.099706745,2.144428152,0.05
38844.00,0.58,0.122800587,0.559017595,1.099706745,2.144428152,0.05
38846.00,0.58,0.104472141,0.54068915,1.081378299,2.126099707,0.05
38848.00,0.58,0.122800587,0.54068915,1.081378299,2.144428152,0.05
38850.00,0.58,0.104472141,0.54068915,1.063049853,2.126099707,0.05
38852.00,0.58,0.104472141,0.54068915,1.063049853,2.126099707,0.05
38854.00,0.59,0.104472141,0.54068915,1.063049853,2.126099707,0.05
38856.00,0.59,0.104472141,0.54068915,1.063049853,2.126099707,0.05
38858.00,0.59,0.122800587,0.54068915,1.063049853,2.126099707,0.05
38860.00,0.59,0.104472141,0.522360704,1.044721408,2.107771261,0.05
38862.00,0.59,0.104472141,0.522360704,1.044721408,2.107771261,0.05
38864.00,0.60,0.104472141,0.522360704,1.044721408,2.107771261,0.05
38866.00,0.60,0.104472141,0.522360704,1.044721408,2.107771261,0.05
38868.00,0.60,0.104472141,0.522360704,1.063049853,2.107771261,0.05
38870.00,0.60,0.104472141,0.522360704,1.063049853,2.126099707,0.05
38872.00,0.60,0.104472141,0.522360704,1.063049853,2.126099707,0.05
38874.00,0.61,0.104472141,0.522360704,1.063049853,2.126099707,0.05
38876.00,0.61,0.104472141,0.522360704,1.063049853,2.126099707,0.05
38878.00,0.61,0.104472141,0.54068915,1.063049853,2.126099707,0.05
38880.00,0.61,0.104472141,0.54068915,1.063049853,2.144428152,0.05
38882.00,0.61,0.104472141,0.54068915,1.063049853,2.144428152,0.05
38884.00,0.62,0.104472141,0.54068915,1.063049853,2.144428152,0.05
38886.00,0.62,0.122800587,0.54068915,1.063049853,2.144428152,0.05
38888.00,0.62,0.104472141,0.522360704,1.044721408,2.126099707,0.05
38890.00,0.62,0.104472141,0.522360704,1.063049853,2.126099707,0.05
38892.00,0.62,0.104472141,0.522360704,1.063049853,2.126099707,0.05
38894.00,0.63,0.104472141,0.522360704,1.063049853,2.126099707,0.05
38896.00,0.63,0.104472141,0.522360704,1.063049853,2.126099707,0.05
38898.00,0.63,0.104472141,0.522360704,1.063049853,2.126099707,0.05
38900.00,0.63,0.104472141,0.54068915,1.081378299,2.126099707,0.05
38902.00,0.63,0.104472141,0.54068915,1.081378299,2.126099707,0.05
38904.00,0.64,0.104472141,0.54068915,1.081378299,2.07111437,0.05
38906.00,0.64,0.104472141,0.54068915,1.081378299,2.052785924,0.05
38908.00,0.64,0.122800587,0.54068915,1.081378299,2.034457478,0.05
38910.00,0.64,0.104472141,0.54068915,1.063049853,1.997800587,0.05
38912.00,0.64,0.104472141,0.54068915,1.063049853,1.997800587,0.05
38914.00,0.65,0.104472141,0.54068915,1.063049853,1.997800587,0.05
38916.00,0.65,0.104472141,0.54068915,1.063049853,1.997800587,0.05
38918.00,0.65,0.122800587,0.54068915,1.063049853,1.997800587,0.05
38920.00,0.65,0.104472141,0.522360704,1.044721408,1.979472141,0.05
38922.00,0.65,0.104472141,0.522360704,1.044721408,1.979472141,0.05
38924.00,0.66,0.104472141,0.522360704,0.98973607,1.997800587,0.05
38926.00,0.66,0.104472141,0.522360704,0.971407625,1.997800587,0.05
38928.00,0.66,0.104472141,0.522360704,0.953079179,1.997800587,0.05
38930.00,0.66,0.104472141,0.522360704,0.934750733,1.997800587,0.05
38932.00,0.66,0.104472141,0.522360704,0.934750733,1.997800587,0.05
38934.00,0.67,0.104472141,0.467375367,0.934750733,1.997800587,0.05
38936.00,0.67,0.104472141,0.449046921,0.934750733,1.942815249,0.05
38938.00,0.67,0.104472141,0.430718475,0.934750733,1.906158358,0.05
38940.00,0.67,0.104472141,0.412390029,0.934750733,1.887829912,0.05
38942.00,0.67,0.049486804,0.412390029,0.934750733,1.887829912,0.05
38944.00,0.68,0.086143695,0.467375367,1.008064516,1.942815249,0.05
38946.00,0.68,0.086143695,0.485703812,1.026392962,1.979472141,0.05
38948.00,0.68,0.086143695,0.504032258,1.044721408,2.016129032,0.05
38950.00,0.68,0.104472141,0.522360704,1.063049853,2.052785924,0.05
38952.00,0.68,0.104472141,0.522360704,1.063049853,2.07111437,0.05
38955.00,0.69,0.104472141,0.54068915,1.063049853,2.07111437,0.05
38956.00,0.69,0.104472141,0.54068915,1.008064516,2.089442815,0.05
38958.00,0.69,0.104472141,0.54068915,0.971407625,2.089442815,0.05
38960.00,0.69,0.104472141,0.54068915,0.953079179,2.089442815,0.05
38962.00,0.69,0.122800587,0.54068915,0.953079179,2.089442815,0.05
38964.00,0.70,0.104472141,0.522360704,0.934750733,2.126099707,0.05
38966.00,0.70,0.104472141,0.467375367,0.953079179,2.181085044,0.05
38968.00,0.70,0.104472141,0.430718475,0.971407625,2.217741935,0.05
38970.00,0.70,0.104472141,0.412390029,0.98973607,2.254398827,0.05
38972.00,0.70,0.104472141,0.412390029,1.008064516,2.272727273,0.075
38974.00,0.71,0.049486804,0.412390029,1.008064516,2.291055718,0.075
38976.00,0.71,0.067815249,0.485703812,1.081378299,2.364369501,0.075
38978.00,0.71,0.086143695,0.54068915,1.118035191,2.419354839,0.075
38980.00,0.71,0.104472141,0.577346041,1.136363636,2.45601173,0.075
38982.00,0.71,0.104472141,0.595674487,1.136363636,2.474340176,0.075
38984.00,0.72,0.122800587,0.595674487,1.191348974,2.492668622,0.075
38986.00,0.72,0.122800587,0.595674487,1.228005865,2.492668622,0.075
38988.00,0.72,0.122800587,0.577346041,1.246334311,2.492668622,0.075
38990.00,0.72,0.122800587,0.559017595,1.264662757,2.492668622,0.075
38992.00,0.72,0.104472141,0.54068915,1.264662757,2.547653959,0.075
38994.00,0.73,0.122800587,0.595674487,1.282991202,2.602639296,0.075
38996.00,0.73,0.104472141,0.632331378,1.282991202,2.620967742,0.075
38998.00,0.73,0.104472141,0.66898827,1.301319648,2.639296188,0.075
39000.00,0.73,0.104472141,0.705645161,1.319648094,2.675953079,0.075
39002.00,0.73,0.159457478,0.723973607,1.33797654,2.712609971,0.075
39004.00,0.74,0.159457478,0.687316716,1.301319648,2.694281525,0.075
39006.00,0.74,0.141129032,0.650659824,1.264662757,2.657624633,0.075
39008.00,0.74,0.141129032,0.632331378,1.246334311,2.565982405,0.075
39010.00,0.74,0.122800587,0.614002933,1.228005865,2.492668622,0.075
39012.00,0.74,0.122800587,0.614002933,1.282991202,2.474340176,0.075
39014.00,0.75,0.122800587,0.614002933,1.319648094,2.45601173,0.075
39016.00,0.75,0.122800587,0.614002933,1.33797654,2.437683284,0.075
39018.00,0.75,0.122800587,0.614002933,1.33797654,2.419354839,0.075
39020.00,0.75,0.122800587,0.614002933,1.356304985,2.419354839,0.075
39022.00,0.75,0.122800587,0.66898827,1.374633431,2.419354839,0.075
39024.00,0.76,0.122800587,0.705645161,1.392961877,2.401026393,0.075
39026.00,0.76,0.122800587,0.723973607,1.392961877,2.401026393,0.075
39028.00,0.76,0.122800587,0.723973607,1.319648094,2.382697947,0.1
39030.00,0.76,0.177785924,0.742302053,1.264662757,2.364369501,0.1
39032.00,0.76,0.159457478,0.705645161,1.191348974,2.309384164,0.1
39034.00,0.77,0.141129032,0.687316716,1.136363636,2.254398827,0.1
39036.00,0.77,0.122800587,0.66898827,1.099706745,2.217741935,0.1
39038.00,0.77,0.141129032,0.595674487,1.081378299,2.144428152,0.1
